Latitude (decimal degrees):	31.668
Longitude (decimal degrees):	-106.288
Elevation (m):	1112
Radiation database:	PVGIS-ERA5


Slope: 54 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	0.4
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190115:1730,328.68,913.64,128.48,22.87,31.59,10.42,0.69,0.0
20190115:1830,331.39,943.76,125.7,26.18,36.14,12.57,0.55,0.0
20190115:1930,331.3,951.88,125.07,26.9,37.06,14.57,0.69,0.0
20190115:2030,326.86,939.9,126.75,24.92,34.17,15.86,0.76,0.0
20190115:2130,316.29,893.72,127.37,20.31,27.99,16.83,1.17,0.0
20190115:2230,287.0,769.27,131.04,13.48,19.4,17.36,2.07,0.0
20190115:2330,217.01,544.05,119.14,5.63,9.18,17.13,2.21,0.0
20190116:0030,0.0,0.0,0.0,0.0,-1.95,16.34,1.24,0.0
20190116:0130,0.0,0.0,0.0,0.0,0.0,14.68,1.03,0.0
20190116:0230,0.0,0.0,0.0,0.0,0.0,13.38,1.31,0.0
20190116:0330,0.0,0.0,0.0,0.0,0.0,13.84,0.97,0.0
20190116:0430,0.0,0.0,0.0,0.0,0.0,13.19,0.76,0.0
20190116:0530,0.0,0.0,0.0,0.0,0.0,11.18,1.52,0.0
20190116:0630,0.0,0.0,0.0,0.0,0.0,7.94,2.48,0.0
20190116:0730,0.0,0.0,0.0,0.0,0.0,10.84,1.1,0.0
20190116:0830,0.0,0.0,0.0,0.0,0.0,9.98,0.76,0.0
20190116:0930,0.0,0.0,0.0,0.0,0.0,9.29,0.83,0.0
20190116:1030,0.0,0.0,0.0,0.0,0.0,8.5,1.1,0.0
20190116:1130,0.0,0.0,0.0,0.0,0.0,6.42,1.52,0.0
20190116:1230,0.0,0.0,0.0,0.0,0.0,5.74,1.66,0.0
20190116:1330,0.0,0.0,0.0,0.0,0.0,5.88,1.52,0.0
20190116:1430,150.34,377.21,53.51,1.95,3.96,5.32,1.59,0.0
20190116:1530,245.96,592.84,120.41,8.9,14.78,4.89,1.79,0.0
20190116:1630,257.5,572.96,190.41,14.86,24.26,9.33,1.93,0.0
20190116:1730,250.62,459.84,279.9,19.17,31.72,12.54,3.38,0.0
20190116:1830,315.64,715.25,230.17,24.27,36.31,14.17,4.69,0.0
20190116:1930,312.6,716.39,233.77,24.89,37.26,16.21,4.21,0.0
20190116:2030,318.57,758.62,217.99,23.77,34.37,17.15,4.21,0.0
20190116:2130,296.58,694.55,209.3,19.08,28.19,17.91,4.62,0.0
20190116:2230,220.76,461.1,200.92,11.79,19.59,18.22,4.55,0.0
20190116:2330,116.23,226.51,122.62,4.66,9.36,17.91,4.28,0.0
20190117:0030,0.0,0.0,0.0,0.0,-1.78,16.88,3.31,0.0
20190117:0130,0.0,0.0,0.0,0.0,0.0,14.93,2.97,0.0
20190117:0230,0.0,0.0,0.0,0.0,0.0,13.21,3.1,0.0
20190117:0330,0.0,0.0,0.0,0.0,0.0,11.63,3.24,0.0
20190117:0430,0.0,0.0,0.0,0.0,0.0,10.24,3.17,0.0
20190117:0530,0.0,0.0,0.0,0.0,0.0,8.6,2.83,0.0
20190117:0630,0.0,0.0,0.0,0.0,0.0,7.21,2.21,0.0
20190117:0730,0.0,0.0,0.0,0.0,0.0,7.84,1.86,0.0
20190117:0830,0.0,0.0,0.0,0.0,0.0,8.5,1.59,0.0
20190117:0930,0.0,0.0,0.0,0.0,0.0,8.04,1.45,0.0
20190117:1030,0.0,0.0,0.0,0.0,0.0,6.09,1.59,0.0
20190117:1130,0.0,0.0,0.0,0.0,0.0,5.47,1.45,0.0
20190117:1230,0.0,0.0,0.0,0.0,0.0,5.52,1.17,0.0
20190117:1330,0.0,0.0,0.0,0.0,0.0,4.87,0.9,0.0
20190117:1430,127.88,305.62,62.73,1.97,4.02,4.49,0.55,0.0
20190117:1530,231.38,524.85,157.99,9.1,14.85,4.32,0.28,0.0
20190117:1630,270.25,616.18,206.94,15.91,24.36,6.41,0.14,0.0
20190117:1730,278.58,597.71,260.32,20.78,31.86,9.86,0.55,0.0
20190117:1830,297.98,665.06,264.0,24.37,36.48,12.71,1.1,0.0
20190117:1930,301.09,694.76,255.77,25.22,37.45,14.63,1.1,0.0
20190117:2030,304.15,757.77,216.08,23.81,34.58,16.02,0.97,0.0
20190117:2130,310.37,875.76,137.76,20.48,28.4,17.05,0.69,0.0
20190117:2230,282.64,780.39,131.37,13.85,19.79,17.77,0.76,0.0
20190117:2330,219.12,559.62,119.62,5.91,9.54,18.25,1.59,0.0
20190118:0030,0.0,0.0,0.0,0.0,-1.6,17.99,0.28,0.0
20190118:0130,0.0,0.0,0.0,0.0,0.0,15.72,2.41,0.0
20190118:0230,0.0,0.0,0.0,0.0,0.0,12.89,2.9,0.0
20190118:0330,0.0,0.0,0.0,0.0,0.0,10.88,2.55,0.0
20190118:0430,0.0,0.0,0.0,0.0,0.0,12.37,1.17,0.0
20190118:0530,0.0,0.0,0.0,0.0,0.0,12.25,0.48,0.0
20190118:0630,0.0,0.0,0.0,0.0,0.0,11.52,1.17,0.0
20190118:0730,0.0,0.0,0.0,0.0,0.0,9.87,1.59,0.0
20190118:0830,0.0,0.0,0.0,0.0,0.0,6.88,2.0,0.0
20190118:0930,0.0,0.0,0.0,0.0,0.0,5.61,2.28,0.0
20190118:1030,0.0,0.0,0.0,0.0,0.0,5.12,2.55,0.0
20190118:1130,0.0,0.0,0.0,0.0,0.0,5.09,2.69,0.0
20190118:1230,0.0,0.0,0.0,0.0,0.0,4.49,2.62,0.0
20190118:1330,0.0,0.0,0.0,0.0,0.0,4.11,2.55,0.0
20190118:1430,162.81,400.54,60.61,2.12,4.07,4.08,2.48,0.0
20190118:1530,271.71,662.46,124.89,9.69,14.93,4.62,2.48,0.0
20190118:1630,312.55,808.42,128.63,16.87,24.47,9.61,2.76,0.0
20190118:1730,340.98,883.26,143.57,22.9,32.01,13.13,4.55,0.0
20190118:1830,347.22,905.22,135.15,25.87,36.66,15.26,6.21,0.0
20190118:1930,347.9,876.12,151.58,26.24,37.66,16.78,9.66,0.0
20190118:2030,358.92,935.09,128.61,25.24,34.79,17.25,10.28,0.0
20190118:2130,341.54,875.79,135.13,20.54,28.61,17.65,10.76,0.0
20190118:2230,306.24,768.52,135.43,13.89,19.99,17.74,10.69,0.0
20190118:2330,231.36,558.64,119.82,6.01,9.73,17.43,10.28,0.0
20190119:0030,0.0,0.0,0.0,0.0,-1.43,16.41,8.69,0.0
20190119:0130,0.0,0.0,0.0,0.0,0.0,14.88,8.21,0.0
20190119:0230,0.0,0.0,0.0,0.0,0.0,13.88,7.79,0.0
20190119:0330,0.0,0.0,0.0,0.0,0.0,12.92,6.55,0.0
20190119:0430,0.0,0.0,0.0,0.0,0.0,11.48,5.93,0.0
20190119:0530,0.0,0.0,0.0,0.0,0.0,9.99,5.59,0.0
20190119:0630,0.0,0.0,0.0,0.0,0.0,8.61,5.03,0.0
20190119:0730,0.0,0.0,0.0,0.0,0.0,7.81,4.48,0.0
20190119:0830,0.0,0.0,0.0,0.0,0.0,6.5,3.52,0.0
20190119:0930,0.0,0.0,0.0,0.0,0.0,5.04,3.03,0.0
20190119:1030,0.0,0.0,0.0,0.0,0.0,3.64,2.9,0.0
20190119:1130,0.0,0.0,0.0,0.0,0.0,2.46,2.83,0.0
20190119:1230,0.0,0.0,0.0,0.0,0.0,1.41,2.62,0.0
20190119:1330,0.0,0.0,0.0,0.0,0.0,0.55,2.41,0.0
20190119:1430,177.54,428.91,66.98,2.27,4.13,0.14,2.07,0.0
20190119:1530,281.54,698.16,131.88,10.19,15.02,2.61,1.03,0.0
20190119:1630,323.64,870.82,134.89,18.05,24.59,4.78,0.28,0.0
20190119:1730,343.11,953.72,131.66,24.11,32.16,7.19,0.48,0.0
20190119:1830,347.93,987.45,128.6,27.7,36.85,9.19,0.48,0.0
20190119:1930,343.69,995.05,128.01,28.51,37.87,10.94,0.21,0.0
20190119:2030,343.11,981.36,130.09,26.44,35.01,11.99,0.62,0.0
20190119:2130,333.96,932.58,133.88,21.68,28.82,12.78,1.1,0.0
20190119:2230,304.14,820.11,137.45,14.71,20.19,13.13,1.17,0.0
20190119:2330,238.25,598.2,128.2,6.45,9.92,13.08,1.38,0.0
20190120:0030,0.0,0.0,0.0,0.0,-1.25,12.63,1.72,0.0
20190120:0130,0.0,0.0,0.0,0.0,0.0,11.27,1.93,0.0
20190120:0230,0.0,0.0,0.0,0.0,0.0,9.21,2.0,0.0
20190120:0330,0.0,0.0,0.0,0.0,0.0,7.59,1.79,0.0
20190120:0430,0.0,0.0,0.0,0.0,0.0,8.24,1.38,0.0
20190120:0530,0.0,0.0,0.0,0.0,0.0,8.43,0.97,0.0
20190120:0630,0.0,0.0,0.0,0.0,0.0,7.75,0.48,0.0
20190120:0730,0.0,0.0,0.0,0.0,0.0,7.55,0.76,0.0
20190120:0830,0.0,0.0,0.0,0.0,0.0,6.95,0.55,0.0
20190120:0930,0.0,0.0,0.0,0.0,0.0,6.31,0.14,0.0
20190120:1030,0.0,0.0,0.0,0.0,0.0,5.78,0.34,0.0
20190120:1130,0.0,0.0,0.0,0.0,0.0,5.12,0.62,0.0
20190120:1230,0.0,0.0,0.0,0.0,0.0,4.57,0.28,0.0
20190120:1330,0.0,0.0,0.0,0.0,0.0,4.29,0.28,0.0
20190120:1430,135.04,319.38,68.47,2.12,4.2,3.88,0.55,0.0
20190120:1530,273.94,675.12,135.52,10.09,15.11,3.73,0.97,0.0
20190120:1630,325.01,859.18,137.8,18.01,24.71,5.69,0.9,0.0
20190120:1730,345.98,948.43,132.55,24.12,32.32,9.45,1.38,0.0
20190120:1830,350.72,982.49,133.47,27.84,37.04,12.32,1.38,0.0
20190120:1930,344.36,989.95,133.49,28.68,38.09,13.57,0.69,0.0
20190120:2030,339.68,977.79,134.85,26.63,35.24,14.93,0.76,0.0
20190120:2130,319.76,875.94,161.61,21.44,29.04,15.89,0.9,0.0
20190120:2230,286.45,751.35,166.72,14.55,20.4,16.44,0.83,0.0
20190120:2330,219.39,541.95,142.06,6.45,10.11,16.54,0.69,0.0
20190121:0030,0.0,0.0,0.0,0.0,-1.07,16.04,0.55,0.0
20190121:0130,0.0,0.0,0.0,0.0,0.0,14.86,0.69,0.0
20190121:0230,0.0,0.0,0.0,0.0,0.0,13.79,0.62,0.0
20190121:0330,0.0,0.0,0.0,0.0,0.0,12.75,0.48,0.0
20190121:0430,0.0,0.0,0.0,0.0,0.0,11.72,0.28,0.0
20190121:0530,0.0,0.0,0.0,0.0,0.0,10.81,0.28,0.0
20190121:0630,0.0,0.0,0.0,0.0,0.0,9.93,0.55,0.0
20190121:0730,0.0,0.0,0.0,0.0,0.0,9.36,0.28,0.0
20190121:0830,0.0,0.0,0.0,0.0,0.0,8.46,0.62,0.0
20190121:0930,0.0,0.0,0.0,0.0,0.0,5.78,1.66,0.0
20190121:1030,0.0,0.0,0.0,0.0,0.0,2.74,2.28,0.0
20190121:1130,0.0,0.0,0.0,0.0,0.0,1.94,2.28,0.0
20190121:1230,0.0,0.0,0.0,0.0,0.0,1.66,2.28,0.0
20190121:1330,0.0,0.0,0.0,0.0,0.0,1.9,2.07,0.0
20190121:1430,134.92,310.22,69.25,2.14,4.27,1.78,2.07,0.0
20190121:1530,270.91,641.09,140.93,9.93,15.21,2.62,2.0,0.0
20190121:1630,322.4,852.71,133.92,17.9,24.84,7.99,1.45,0.0
20190121:1730,338.83,907.16,147.17,23.75,32.48,13.69,2.48,0.0
20190121:1830,351.68,942.74,142.73,27.29,37.24,17.06,4.48,0.0
20190121:1930,355.72,961.14,136.12,28.2,38.31,20.0,6.14,0.0
20190121:2030,346.28,910.81,157.39,25.89,35.47,21.47,6.9,0.0
20190121:2130,320.68,799.72,181.02,20.7,29.26,22.74,8.55,0.0
20190121:2230,277.75,660.97,182.51,13.92,20.6,23.54,9.66,0.0
20190121:2330,201.76,463.39,144.27,6.19,10.3,22.88,9.38,0.0
20190122:0030,0.0,0.0,0.0,0.0,-0.89,21.41,8.41,0.0
20190122:0130,0.0,0.0,0.0,0.0,0.0,19.59,8.21,0.0
20190122:0230,0.0,0.0,0.0,0.0,0.0,18.29,7.93,0.0
20190122:0330,0.0,0.0,0.0,0.0,0.0,17.16,7.45,0.0
20190122:0430,0.0,0.0,0.0,0.0,0.0,15.93,6.83,0.0
20190122:0530,0.0,0.0,0.0,0.0,0.0,14.69,6.21,0.0
20190122:0630,0.0,0.0,0.0,0.0,0.0,13.42,5.66,0.0
20190122:0730,0.0,0.0,0.0,0.0,0.0,13.07,6.0,0.0
20190122:0830,0.0,0.0,0.0,0.0,0.0,11.57,6.28,0.0
20190122:0930,0.0,0.0,0.0,0.0,0.0,9.19,5.86,0.0
20190122:1030,0.0,0.0,0.0,0.0,0.0,8.01,4.97,0.0
20190122:1130,0.0,0.0,0.0,0.0,0.0,7.53,5.45,0.0
20190122:1230,0.0,0.0,0.0,0.0,0.0,6.48,5.86,0.0
20190122:1330,0.0,0.0,0.0,0.0,0.0,5.24,5.86,0.0
20190122:1430,176.94,427.99,66.79,2.34,4.35,4.28,5.24,0.0
20190122:1530,297.27,718.82,131.08,10.54,15.31,4.42,4.48,0.0
20190122:1630,350.77,881.43,132.83,18.41,24.98,6.08,5.52,0.0
20190122:1730,372.17,946.47,130.81,24.24,32.65,7.79,6.83,0.0
20190122:1830,376.25,962.0,136.73,27.7,37.45,9.29,6.62,0.0
20190122:1930,365.12,909.09,163.14,27.86,38.54,10.59,6.34,0.0
20190122:2030,211.4,302.94,300.27,18.93,35.7,11.76,6.48,0.0
20190122:2130,151.43,192.35,240.52,13.73,29.49,12.12,6.28,0.0
20190122:2230,103.69,131.97,169.21,8.85,20.81,12.15,5.93,0.0
20190122:2330,108.34,205.94,109.94,4.68,10.5,11.81,5.38,0.0
20190123:0030,0.0,0.0,0.0,0.0,-0.71,11.11,4.21,0.0
20190123:0130,0.0,0.0,0.0,0.0,0.0,9.83,2.69,0.0
20190123:0230,0.0,0.0,0.0,0.0,0.0,8.28,2.83,0.0
20190123:0330,0.0,0.0,0.0,0.0,0.0,6.9,3.38,0.0
20190123:0430,0.0,0.0,0.0,0.0,0.0,5.58,4.0,0.0
20190123:0530,0.0,0.0,0.0,0.0,0.0,4.38,3.59,0.0
20190123:0630,0.0,0.0,0.0,0.0,0.0,3.32,3.17,0.0
20190123:0730,0.0,0.0,0.0,0.0,0.0,1.89,2.83,0.0
20190123:0830,0.0,0.0,0.0,0.0,0.0,0.9,2.55,0.0
20190123:0930,0.0,0.0,0.0,0.0,0.0,-0.11,2.41,0.0
20190123:1030,0.0,0.0,0.0,0.0,0.0,-1.11,1.93,0.0
20190123:1130,0.0,0.0,0.0,0.0,0.0,-0.93,1.38,0.0
20190123:1230,0.0,0.0,0.0,0.0,0.0,-0.06,0.97,0.0
20190123:1330,0.0,0.0,0.0,0.0,0.0,-0.4,0.48,0.0
20190123:1430,175.98,425.8,71.02,2.42,4.44,-0.73,0.55,0.0
20190123:1530,284.82,700.14,133.17,10.46,15.42,-0.72,0.62,0.0
20190123:1630,331.24,872.95,135.95,18.43,25.12,1.74,0.48,0.0
20190123:1730,357.84,955.27,132.67,24.58,32.83,4.57,1.59,0.0
20190123:1830,368.24,986.33,129.54,28.21,37.66,6.9,2.48,0.0
20190123:1930,374.63,992.4,128.77,29.04,38.78,8.98,4.07,0.0
20190123:2030,371.0,979.72,130.59,27.0,35.94,10.0,4.48,0.0
20190123:2130,357.22,933.66,134.39,22.27,29.72,10.73,4.69,0.0
20190123:2230,324.09,825.67,137.73,15.29,21.03,11.13,4.69,0.0
20190123:2330,252.46,610.25,130.14,7.0,10.69,11.13,4.34,0.0
20190124:0030,0.0,0.0,0.0,0.0,-0.52,10.61,3.52,0.0
20190124:0130,0.0,0.0,0.0,0.0,0.0,9.09,2.28,0.0
20190124:0230,0.0,0.0,0.0,0.0,0.0,7.41,1.93,0.0
20190124:0330,0.0,0.0,0.0,0.0,0.0,5.84,1.79,0.0
20190124:0430,0.0,0.0,0.0,0.0,0.0,5.15,1.72,0.0
20190124:0530,0.0,0.0,0.0,0.0,0.0,4.19,1.86,0.0
20190124:0630,0.0,0.0,0.0,0.0,0.0,2.65,2.28,0.0
20190124:0730,0.0,0.0,0.0,0.0,0.0,2.07,3.24,0.0
20190124:0830,0.0,0.0,0.0,0.0,0.0,1.65,3.38,0.0
20190124:0930,0.0,0.0,0.0,0.0,0.0,1.33,3.45,0.0
20190124:1030,0.0,0.0,0.0,0.0,0.0,0.97,3.38,0.0
20190124:1130,0.0,0.0,0.0,0.0,0.0,0.39,3.03,0.0
20190124:1230,0.0,0.0,0.0,0.0,0.0,-0.38,2.62,0.0
20190124:1330,0.0,0.0,0.0,0.0,0.0,-0.95,2.34,0.0
20190124:1430,179.33,424.84,71.56,2.45,4.52,-1.57,2.21,0.0
20190124:1530,289.94,702.43,132.71,10.54,15.54,-0.7,1.52,0.0
20190124:1630,333.88,876.58,135.59,18.57,25.26,3.74,1.1,0.0
20190124:1730,355.68,961.09,132.5,24.81,33.02,7.29,1.72,0.0
20190124:1830,371.33,989.04,129.24,28.4,37.88,9.75,3.86,0.0
20190124:1930,370.64,997.51,128.67,29.32,39.02,11.48,3.86,0.0
20190124:2030,368.5,987.89,131.0,27.35,36.19,12.79,4.48,0.0
20190124:2130,354.42,945.38,135.42,22.66,29.95,13.44,4.21,0.0
20190124:2230,323.08,840.2,139.77,15.66,21.24,13.68,4.07,0.0
20190124:2330,254.85,626.31,133.46,7.26,10.89,13.41,3.86,0.0
20190125:0030,0.0,0.0,0.0,0.0,-0.34,12.52,2.76,0.0
20190125:0130,0.0,0.0,0.0,0.0,0.0,10.82,1.86,0.0
20190125:0230,0.0,0.0,0.0,0.0,0.0,8.2,1.93,0.0
20190125:0330,0.0,0.0,0.0,0.0,0.0,6.64,1.72,0.0
20190125:0430,0.0,0.0,0.0,0.0,0.0,7.8,0.76,0.0
20190125:0530,0.0,0.0,0.0,0.0,0.0,6.63,0.9,0.0
20190125:0630,0.0,0.0,0.0,0.0,0.0,5.13,1.24,0.0
20190125:0730,0.0,0.0,0.0,0.0,0.0,2.81,1.72,0.0
20190125:0830,0.0,0.0,0.0,0.0,0.0,1.4,1.79,0.0
20190125:0930,0.0,0.0,0.0,0.0,0.0,0.35,1.86,0.0
20190125:1030,0.0,0.0,0.0,0.0,0.0,-0.74,2.14,0.0
20190125:1130,0.0,0.0,0.0,0.0,0.0,-1.38,2.28,0.0
20190125:1230,0.0,0.0,0.0,0.0,0.0,-1.4,2.14,0.0
20190125:1330,0.0,0.0,0.0,0.0,0.0,-1.27,1.93,0.0
20190125:1430,181.24,434.55,74.89,2.55,4.62,0.06,1.38,0.0
20190125:1530,287.14,712.97,134.7,10.75,15.66,1.29,0.76,0.0
20190125:1630,330.95,885.49,136.9,18.83,25.42,3.78,0.41,0.0
20190125:1730,349.02,966.97,133.35,25.08,33.21,7.19,0.69,0.0
20190125:1830,352.32,999.03,130.28,28.81,38.11,9.84,0.69,0.0
20190125:1930,351.44,1006.15,129.51,29.71,39.27,11.71,0.76,0.0
20190125:2030,352.62,995.76,131.75,27.71,36.44,13.18,1.45,0.0
20190125:2130,343.72,953.01,136.27,22.97,30.19,14.16,1.93,0.0
20190125:2230,315.26,848.34,140.7,15.93,21.46,14.43,1.93,0.0
20190125:2330,250.88,634.5,134.88,7.45,11.09,14.27,1.72,0.0
20190126:0030,0.0,0.0,0.0,0.0,-0.15,13.6,1.66,0.0
20190126:0130,0.0,0.0,0.0,0.0,0.0,11.89,1.93,0.0
20190126:0230,0.0,0.0,0.0,0.0,0.0,9.04,2.28,0.0
20190126:0330,0.0,0.0,0.0,0.0,0.0,6.52,2.55,0.0
20190126:0430,0.0,0.0,0.0,0.0,0.0,5.03,2.28,0.0
20190126:0530,0.0,0.0,0.0,0.0,0.0,4.15,1.93,0.0
20190126:0630,0.0,0.0,0.0,0.0,0.0,2.96,1.79,0.0
20190126:0730,0.0,0.0,0.0,0.0,0.0,1.26,2.07,0.0
20190126:0830,0.0,0.0,0.0,0.0,0.0,0.08,2.21,0.0
20190126:0930,0.0,0.0,0.0,0.0,0.0,-0.7,2.48,0.0
20190126:1030,0.0,0.0,0.0,0.0,0.0,-0.84,2.48,0.0
20190126:1130,0.0,0.0,0.0,0.0,0.0,-0.89,2.34,0.0
20190126:1230,0.0,0.0,0.0,0.0,0.0,-1.2,2.28,0.0
20190126:1330,0.0,0.0,0.0,0.0,0.0,-1.86,2.21,0.0
20190126:1430,183.22,430.48,75.19,2.57,4.72,-2.43,2.14,0.0
20190126:1530,292.64,706.97,133.9,10.75,15.78,-1.13,1.59,0.0
20190126:1630,334.23,879.24,136.3,18.81,25.58,3.48,0.97,0.0
20190126:1730,349.6,961.31,132.93,25.07,33.4,7.09,0.9,0.0
20190126:1830,356.31,993.07,129.88,28.81,38.34,9.94,1.31,0.0
20190126:1930,361.42,999.26,129.19,29.69,39.52,11.78,2.21,0.0
20190126:2030,361.26,987.37,131.29,27.67,36.69,13.21,3.1,0.0
20190126:2130,349.79,944.73,135.7,22.95,30.43,14.01,3.38,0.0
20190126:2230,321.06,840.42,139.65,15.93,21.68,14.43,3.79,0.0
20190126:2330,254.65,628.5,133.49,7.51,11.29,14.44,4.0,0.0
20190127:0030,0.07,0.0,5.82,0.34,0.03,13.8,3.31,0.0
20190127:0130,0.0,0.0,0.0,0.0,0.0,11.99,2.14,0.0
20190127:0230,0.0,0.0,0.0,0.0,0.0,9.46,2.0,0.0
20190127:0330,0.0,0.0,0.0,0.0,0.0,6.83,2.34,0.0
20190127:0430,0.0,0.0,0.0,0.0,0.0,5.14,2.62,0.0
20190127:0530,0.0,0.0,0.0,0.0,0.0,4.05,2.83,0.0
20190127:0630,0.0,0.0,0.0,0.0,0.0,3.28,2.76,0.0
20190127:0730,0.0,0.0,0.0,0.0,0.0,3.57,2.21,0.0
20190127:0830,0.0,0.0,0.0,0.0,0.0,2.69,2.0,0.0
20190127:0930,0.0,0.0,0.0,0.0,0.0,3.15,1.52,0.0
20190127:1030,0.0,0.0,0.0,0.0,0.0,3.32,1.17,0.0
20190127:1130,0.0,0.0,0.0,0.0,0.0,2.36,1.17,0.0
20190127:1230,0.0,0.0,0.0,0.0,0.0,1.57,1.24,0.0
20190127:1330,0.0,0.0,0.0,0.0,0.0,0.66,1.24,0.0
20190127:1430,179.48,432.22,75.38,2.62,4.82,0.68,1.03,0.0
20190127:1530,282.78,694.01,133.96,10.7,15.91,0.8,0.9,0.0
20190127:1630,321.12,826.14,156.5,18.51,25.74,4.01,0.55,0.0
20190127:1730,334.7,852.22,186.01,24.32,33.6,7.74,1.03,0.0
20190127:1830,325.85,749.55,246.57,26.69,38.57,10.93,2.21,0.0
20190127:1930,335.54,781.18,243.72,27.98,39.78,12.79,3.1,0.0
20190127:2030,316.84,698.28,267.46,25.39,36.95,14.15,3.31,0.0
20190127:2130,269.15,530.13,282.49,19.84,30.68,14.92,3.1,0.0
20190127:2230,154.24,224.99,230.5,11.83,21.91,15.26,2.97,0.0
20190127:2330,62.3,83.61,108.61,4.94,11.5,15.09,2.97,0.0
20190128:0030,0.65,0.0,8.99,0.53,0.22,14.3,2.28,0.0
20190128:0130,0.0,0.0,0.0,0.0,0.0,12.7,2.14,0.0
20190128:0230,0.0,0.0,0.0,0.0,0.0,10.88,2.28,0.0
20190128:0330,0.0,0.0,0.0,0.0,0.0,9.0,2.14,0.0
20190128:0430,0.0,0.0,0.0,0.0,0.0,8.62,1.59,0.0
20190128:0530,0.0,0.0,0.0,0.0,0.0,7.65,1.79,0.0
20190128:0630,0.0,0.0,0.0,0.0,0.0,7.75,1.59,0.0
20190128:0730,0.0,0.0,0.0,0.0,0.0,6.52,2.0,0.0
20190128:0830,0.0,0.0,0.0,0.0,0.0,4.21,2.76,0.0
20190128:0930,0.0,0.0,0.0,0.0,0.0,3.26,3.1,0.0
20190128:1030,0.0,0.0,0.0,0.0,0.0,2.72,3.17,0.0
20190128:1130,0.0,0.0,0.0,0.0,0.0,2.07,3.17,0.0
20190128:1230,0.0,0.0,0.0,0.0,0.0,1.31,2.97,0.0
20190128:1330,0.0,0.0,0.0,0.0,0.0,0.5,2.69,0.0
20190128:1430,175.71,410.62,77.51,2.63,4.94,-0.28,2.48,0.0
20190128:1530,283.18,674.25,139.57,10.68,16.05,0.74,1.93,0.0
20190128:1630,328.32,846.42,143.97,18.65,25.91,6.02,1.72,0.0
20190128:1730,348.94,941.47,134.17,24.93,33.81,10.34,2.21,0.0
20190128:1830,354.79,975.12,128.65,28.64,38.82,13.48,2.69,0.0
20190128:1930,354.38,980.94,127.86,29.52,40.04,15.49,2.97,0.0
20190128:2030,349.68,964.55,134.52,27.55,37.21,16.21,2.9,0.0
20190128:2130,334.98,927.5,133.77,22.87,30.92,16.59,2.34,0.0
20190128:2230,304.7,825.61,136.79,15.94,22.13,16.71,1.93,0.0
20190128:2330,242.4,616.28,130.24,7.61,11.7,16.61,2.0,0.0
20190129:0030,0.16,0.0,6.41,0.38,0.41,15.97,2.28,0.0
20190129:0130,0.0,0.0,0.0,0.0,0.0,13.98,2.76,0.0
20190129:0230,0.0,0.0,0.0,0.0,0.0,12.04,3.31,0.0
20190129:0330,0.0,0.0,0.0,0.0,0.0,10.68,4.21,0.0
20190129:0430,0.0,0.0,0.0,0.0,0.0,9.75,5.52,0.0
20190129:0530,0.0,0.0,0.0,0.0,0.0,8.88,6.41,0.0
20190129:0630,0.0,0.0,0.0,0.0,0.0,8.04,6.69,0.0
20190129:0730,0.0,0.0,0.0,0.0,0.0,6.61,7.72,0.0
20190129:0830,0.0,0.0,0.0,0.0,0.0,5.23,7.66,0.0
20190129:0930,0.0,0.0,0.0,0.0,0.0,3.89,7.31,0.0
20190129:1030,0.0,0.0,0.0,0.0,0.0,2.92,6.83,0.0
20190129:1130,0.0,0.0,0.0,0.0,0.0,2.14,6.41,0.0
20190129:1230,0.0,0.0,0.0,0.0,0.0,1.57,5.86,0.0
20190129:1330,0.0,0.0,0.0,0.0,0.0,1.19,5.31,0.0
20190129:1430,64.8,131.15,56.53,1.98,5.05,0.77,4.9,0.0
20190129:1530,123.62,184.24,157.55,7.64,16.19,1.32,4.48,0.0
20190129:1630,193.8,317.54,215.86,13.24,26.09,2.93,5.24,0.0
20190129:1730,151.39,168.41,250.72,14.69,34.02,4.94,5.45,0.0
20190129:1830,200.09,251.84,307.61,19.27,39.07,6.58,4.97,0.0
20190129:1930,217.99,324.34,293.67,20.28,40.31,7.99,4.07,0.0
20190129:2030,272.81,486.07,308.58,22.86,37.48,9.21,3.52,0.0
20190129:2130,252.83,469.63,272.48,18.85,31.17,10.62,3.03,0.0
20190129:2230,184.56,320.49,218.24,12.17,22.36,11.62,2.55,0.0
20190129:2330,147.25,289.92,143.14,6.18,11.91,12.01,1.93,0.0
20190130:0030,0.77,0.0,9.52,0.56,0.59,11.93,1.45,0.0
20190130:0130,0.0,0.0,0.0,0.0,0.0,10.78,1.86,0.0
20190130:0230,0.0,0.0,0.0,0.0,0.0,9.4,1.86,0.0
20190130:0330,0.0,0.0,0.0,0.0,0.0,8.01,1.79,0.0
20190130:0430,0.0,0.0,0.0,0.0,0.0,7.09,1.86,0.0
20190130:0530,0.0,0.0,0.0,0.0,0.0,6.28,2.07,0.0
20190130:0630,0.0,0.0,0.0,0.0,0.0,5.43,2.14,0.0
20190130:0730,0.0,0.0,0.0,0.0,0.0,4.84,1.38,0.0
20190130:0830,0.0,0.0,0.0,0.0,0.0,5.13,1.1,0.0
20190130:0930,0.0,0.0,0.0,0.0,0.0,3.77,1.31,0.0
